Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Sales_Anomaly
6981,Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.1,0.01,0.02,0.23,virtua tennis 4,Normal
6982,Kung Fu Panda 2,DS,2011.0,Action,THQ,0.16,0.05,0.0,0.02,0.23,kung fu panda 2,Normal
6983,Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,cross edge,Normal
6984,Hotel for Dogs,DS,2008.0,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,hotel for dogs,Normal
6985,Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,cabelas big game hunter 2012,Normal
6986,Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,pro yakyuu team o tsukurou,Normal
6987,Me & My Katamari,PSP,2005.0,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23,me my katamari,Normal
6988,Asphalt: Injection,PSV,2011.0,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,asphalt injection,Normal
6989,Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,total war attila,Normal
6990,SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,ssx on tour,Normal
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,Sega,0.08,0.13,0.0,0.03,0.23,vancouver 2010 the official video game of the olympic winter games,Normal
6992,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,world series baseball,Normal
6993,SingStar Pop Edition,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23,singstar pop edition,Normal
6994,Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,test drive eve of destruction,Normal
6995,Starsky & Hutch,XB,2003.0,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,starsky hutch,Normal
6996,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,dynasty warriors gundam reborn,Normal
6997,Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23,hatsune miku project diva f,Normal
6998,The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,the club,Normal
6999,Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,carnival island,Normal
7000,Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,jeremy mcgrath supercross world,Normal
7001,M&M's Kart Racing,WII,2007.0,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,mms kart racing,Normal
7002,Rock Band Track Pack: Classic Rock,WII,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,rock band track pack classic rock,Normal
7003,The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,the scorpion king rise of the akkadian,Normal
7004,Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,lets make a soccer team,Normal
7005,Looney Tunes: Acme Arsenal,WII,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,looney tunes acme arsenal,Normal
7006,Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,monster hunter g,Normal
7007,All-Star Baseball 2001,N64,2000.0,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,allstar baseball 2001,Normal
7008,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,0.23,pinball hall of fame the gottlieb collection,Normal
7009,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,sword art online lost song,Normal
7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,star wars jedi knight ii jedi outcast,Normal
7011,Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,tom clancys splinter cell,Normal
7012,Pitfall: The Big Adventure,WII,2008.0,Adventure,Activision,0.2,0.02,0.0,0.02,0.23,pitfall the big adventure,Normal
7013,Rock Band Country Track Pack,X360,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,rock band country track pack,Normal
7014,Worms: Battle Islands,WII,2010.0,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,worms battle islands,Normal
7015,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,espn nhl hockey,Normal
7016,Harvest Moon GB,GB,1997.0,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,harvest moon gb,Normal
7017,Imagine: Detective,DS,2009.0,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23,imagine detective,Normal
7018,The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,the incredible hulk ultimate destruction,Normal
7019,Hannah Montana: The Movie,PS3,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,hannah montana the movie,Normal
7020,NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,ncaa gamebreaker 2003,Normal
7021,Skylanders: SuperChargers,XONE,2015.0,Action,Activision,0.16,0.05,0.0,0.02,0.23,skylanders superchargers,Normal
7022,Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,gundam battle assault,Normal
7023,Virtua Fighter Kids,SAT,1995.0,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,virtua fighter kids,Normal
7024,Lunar: Silver Star Story,SAT,1996.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,lunar silver star story,Normal
7025,Rocket Power: Beach Bandits,GC,2002.0,Platform,THQ,0.18,0.05,0.0,0.01,0.23,rocket power beach bandits,Normal
7026,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,shaun white snowboarding,Normal
7027,LEGO The Hobbit,WIIU,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23,lego the hobbit,Normal
7028,Ultimate Band,DS,2008.0,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23,ultimate band,Normal
7029,NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,nba 2k6,Normal
7030,Age of Empires: The Age of Kings,DS,2006.0,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,age of empires the age of kings,Normal
7031,What's Cooking? Jamie Oliver,DS,2008.0,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,whats cooking jamie oliver,Normal
7032,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,tom clancys rainbow six rogue spear,Normal
7033,NHL FaceOff 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,nhl faceoff 2001,Normal
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,WII,2007.0,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23,ultimate duck hunting hunting retrieving ducks,Normal
7035,Yu-Gi-Oh! GX: Duel Academy,GBA,2005.0,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,yugioh gx duel academy,Normal
7036,FIFA 14,PSP,2013.0,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,fifa 14,Normal
7037,Tribes: Aerial Assault,PS2,,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23,tribes aerial assault,Normal
7038,Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,colony wars vengeance,Normal
7039,Last Window: The Secret of Cape West,DS,2010.0,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23,last window the secret of cape west,Normal
7040,Yu-Gi-Oh! GX: Tag Force 3,PSP,2008.0,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23,yugioh gx tag force 3,Normal
7041,Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,dynasty warriors strikeforce,Normal
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,naruto shippuden ultimate ninja storm revolution,Normal
7043,I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,i love horses,Normal
7044,Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,madden nfl 06,Normal
7045,Karaoke Revolution Glee 2: Road to Regionals,WII,2011.0,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.02,0.23,karaoke revolution glee 2 road to regionals,Normal
7046,NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,nascar 08,Normal
7047,The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,the king of fighters 95 cd,Normal
7048,Perfect Weapon,PS,1996.0,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,perfect weapon,Normal
7049,Luminous Arc 2,DS,2008.0,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,luminous arc 2,Normal
7050,Project CARS,XONE,2015.0,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,project cars,Normal
7051,Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,major league baseball 2k10,Normal
7052,Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.22,0.0,0.01,0.23,call of duty black ops 3,Normal
7053,Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,mafia,Normal
7054,Spider-Man: Edge of Time,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.23,spiderman edge of time,Normal
7055,Deadly Creatures,WII,2009.0,Action,THQ,0.08,0.12,0.0,0.03,0.23,deadly creatures,Normal
7056,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,airblade,Normal
7057,Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,cabelas outdoor adventures 2009,Normal
7058,Mega Man & Bass,GBA,2002.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,mega man bass,Normal
7059,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,nba live 15,Normal
7060,Neopets Puzzle Adventure,WII,2008.0,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,neopets puzzle adventure,Normal
7061,Risen 2: Dark Waters,PC,2012.0,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,risen 2 dark waters,Normal
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,dragon quest heroes ii twin kings and the prophecys end,Normal
7063,Puss in Boots,X360,2011.0,Action,THQ,0.2,0.02,0.0,0.02,0.23,puss in boots,Normal
7064,Family Fest presents: Movie Games,WII,2008.0,Action,Ubisoft,0.2,0.01,0.0,0.02,0.23,family fest presents movie games,Normal
7065,AKB1/149: Love Election,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,akb1149 love election,Normal
7066,Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.21,0.01,0.0,0.02,0.23,tony hawks proving ground,Normal
7067,Tetris 2 (weekly jp sales),GB,1992.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,tetris 2 weekly jp sales,Normal
7068,Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,pro yakyuu team o tsukurou 2,Normal
7069,Musou Orochi Z,PS3,2009.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,musou orochi z,Normal
7070,World Series of Poker 2008: Battle for the Bracelets,PS2,2007.0,Misc,Activision,0.11,0.09,0.0,0.03,0.23,world series of poker 2008 battle for the bracelets,Normal
7071,WWE All Stars,3DS,2011.0,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,wwe all stars,Normal
7072,Naruto Shippuden: Ninja Council 4,DS,2007.0,Action,Nintendo,0.09,0.0,0.13,0.01,0.23,naruto shippuden ninja council 4,Normal
7073,Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,genji dawn of the samurai,Normal
7074,Rocket League,PS4,2016.0,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,rocket league,Normal
7075,Wipeout 2,3DS,2011.0,Misc,Activision,0.22,0.0,0.0,0.01,0.23,wipeout 2,Normal
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,the idolmster sp wandering star perfect sun missing moon,Normal
7077,Critical Depth,PS,1997.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,critical depth,Normal
7078,Barbie as The Island Princess,GBA,2007.0,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,barbie as the island princess,Normal
7079,Petz Rescue: Wildlife Vet,WII,2008.0,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23,petz rescue wildlife vet,Normal
7080,Tales of VS.,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,tales of vs,Normal
7081,Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,sakatsuku ds touch and direct,Normal
7082,Super Swing Golf,WII,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,super swing golf,Normal
7083,The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,the italian job,Normal
7084,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,mega man battle network 5 team colonel protoman,Normal
7085,Barbie and the Three Musketeers,WII,2009.0,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,barbie and the three musketeers,Normal
7086,Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,star ocean,Normal
7087,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,freedom fighters,Normal
7088,Naruto: Ninja Council 2 European Version,DS,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,naruto ninja council 2 european version,Normal
7089,Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,soldier of fortune ii double helix,Normal
7090,pro evolution soccer 2011,WII,2010.0,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,pro evolution soccer 2011,Normal
7091,Disney Princess: Enchanted Journey,PS2,2007.0,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,disney princess enchanted journey,Normal
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,final fantasy xi treasures of aht urhgan,Normal
7093,Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,alundra,Normal
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,world soccer winning eleven 2010 aoki samurai no chousen,Normal
7095,Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,0.23,bratz girlz really rock,Normal
7096,Super R-Type,SNES,1991.0,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,super rtype,Normal
7097,Rampage 2: Universal Tour,PS,1998.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,rampage 2 universal tour,Normal
7098,Super Robot Taisen F Kanketsuhen,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,super robot taisen f kanketsuhen,Normal
7099,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,tiger woods pga tour 2003,Normal
7100,BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,blowout,Normal
7101,NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,nfl blitz pro,Normal
7102,MySims Party,WII,2009.0,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,mysims party,Normal
7103,TRON: Evolution - Battle Grids,WII,2010.0,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,tron evolution battle grids,Normal
7104,The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,the raiden project,Normal
7105,Hooked! Real Motion Fishing,WII,2007.0,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,hooked real motion fishing,Normal
7106,Pocket Fighter,PS,1997.0,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,pocket fighter,Normal
7107,Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,bicycle casino 2005,Normal
7108,Valhalla Knights 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,valhalla knights 2,Normal
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,hackgu vol2reminisce,Normal
7110,Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,disgaea afternoon of darkness,Normal
7111,Ratchet & Clank: Full Frontal Assault,PS3,2012.0,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,ratchet clank full frontal assault,Normal
7112,NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,ncaa football 09,Normal
7113,Family Party: 30 Great Games Winter Fun,WII,2010.0,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23,family party 30 great games winter fun,Normal
7114,NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,ncaa gamebreaker 2004,Normal
7115,101-in-1 Party Megamix Wii,WII,2009.0,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.23,101in1 party megamix wii,Normal
7116,The Polar Express,PS2,2004.0,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,the polar express,Normal
7117,Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.02,0.23,dinosaur king,Normal
7118,Buzz! Junior: RoboJam,PS2,2007.0,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,buzz junior robojam,Normal
7119,Child of Eden,PS3,2011.0,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,child of eden,Normal
7120,All Star Karate,WII,2010.0,Action,THQ,0.14,0.07,0.0,0.02,0.23,all star karate,Normal
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,acdc live rock band track pack,Normal
7122,Tetris Attack,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,tetris attack,Normal
7123,NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,nba shootout 2003,Normal
7124,The Magic School Bus: Oceans,DS,2011.0,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.23,the magic school bus oceans,Normal
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,shin nippon pro wrestling toukon retsuden 3,Normal
7126,Senran Kagura: Estival Versus,PSV,2015.0,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,senran kagura estival versus,Normal
7127,Digimon World DS (JP sales),DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,digimon world ds jp sales,Normal
7128,NHL FaceOff 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,nhl faceoff 2003,Normal
7129,Jersey Devil,PS,1997.0,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,jersey devil,Normal
7130,Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,rogue ops,Normal
7131,NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23,nba street showdown,Normal
7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,3rd super robot wars z jigoku hen,Normal
7133,Cars 2,3DS,2011.0,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,cars 2,Normal
7134,Petz Monkeyz House,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23,petz monkeyz house,Normal
7135,Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,spec ops the line,Normal
7136,Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,legion the legend of excalibur,Normal
7137,FaceBreaker K.O. Party,WII,2008.0,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,facebreaker ko party,Normal
7138,Justice League Heroes,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,justice league heroes,Normal
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,gekijouban macross f sayonara no tsubasa hybrid pack,Normal
7140,TNA iMPACT!,PS2,2008.0,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,tna impact,Normal
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22,yugioh gx spirit caller american sales,Normal
7142,Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,def jam fight for ny,Normal
7143,Sword Art Online: Infinity Moment,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,sword art online infinity moment,Normal
7144,Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,spartan total warrior,Normal
7145,Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,killer is dead,Normal
7146,EX Monopoly,GBA,2001.0,Misc,Takara,0.16,0.06,0.0,0.0,0.22,ex monopoly,Normal
7147,Star Trek: The Game,X360,2013.0,Action,Namco Bandai Games,0.12,0.09,0.0,0.02,0.22,star trek the game,Normal
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,64 de hakken tamagotchi minna de tamagotchi world,Normal
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003.0,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,marykate and ashley sweet 16 licenced to drive,Normal
7150,Deadly Duck,2600,1981.0,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,deadly duck,Normal
7151,Assault,2600,1982.0,Action,Bomb,0.21,0.01,0.0,0.0,0.22,assault,Normal
7152,Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,reactor,Normal
7153,Ys Seven,PSP,2009.0,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22,ys seven,Normal
7154,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.02,0.22,marvel super hero squad the infinity gauntlet,Normal
7155,Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,gundam battle chronicle,Normal
7156,G-Force,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,gforce,Normal
7157,Danball Senki Boost,PSP,2011.0,Action,Level 5,0.0,0.0,0.22,0.0,0.22,danball senki boost,Normal
7158,Kidz Bop Dance Party! The Video Game,WII,2010.0,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22,kidz bop dance party the video game,Normal
7159,Conflict: Vietnam,XB,2004.0,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,conflict vietnam,Normal
7160,Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,whirl tour,Normal
7161,Time Crisis: Crisis Zone,PS2,2004.0,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,time crisis crisis zone,Normal
7162,Momotarou Dentetsu 15,PS2,2005.0,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22,momotarou dentetsu 15,Normal
7163,Dark Souls II,XONE,2015.0,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,dark souls ii,Normal
7164,Discovery Kids: Dolphin Discovery,DS,2008.0,Simulation,505 Games,0.21,0.0,0.0,0.01,0.22,discovery kids dolphin discovery,Normal
7165,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010.0,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,ben 10 ultimate alien cosmic destruction,Normal
7166,Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,Sega,0.0,0.0,0.22,0.0,0.22,hatsune miku project mirai 2,Normal
7167,Skies of Arcadia Legends,GC,2002.0,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,skies of arcadia legends,Normal
7168,Cloudy With a Chance of Meatballs,DS,2009.0,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,cloudy with a chance of meatballs,Normal
7169,MotoGP 08,PS2,2008.0,Racing,Capcom,0.01,0.0,0.0,0.21,0.22,motogp 08,Normal
7170,Madden NFL 12,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.22,madden nfl 12,Normal
7171,Sengoku Basara 3 Utage,PS3,2011.0,Action,Capcom,0.0,0.0,0.22,0.0,0.22,sengoku basara 3 utage,Normal
7172,Breath of Fire,GBA,2001.0,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,breath of fire,Normal
7173,Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,ragnarok ds,Normal
7174,Ford vs. Chevy,PS2,2005.0,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,ford vs chevy,Normal
7175,NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,ncaa football 2005,Normal
7176,Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,hamtaro hamham games,Normal
