Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Regional_Total,NA_Share,EU_Share,JP_Share,Other_Share,Dominant_Region,Dominant_Region_Share,Regional_Anomaly
10294,The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,the godfather mob wars,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10295,Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,lady sia,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10296,Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11,rock band metal track pack,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10297,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11,rocky balboa,0.10999999999999999,0.09090909090909093,0.8181818181818182,0.0,0.09090909090909093,Europe,0.8181818181818182,Regionally Concentrated
10298,The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,the lord of the rings conquest,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10299,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,pripara mezase idol grand prix no1,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10300,National Geographic Challenge!,WII,2011.0,Misc,Black Bean Games,0.08,0.02,0.0,0.01,0.11,national geographic challenge,0.11,0.7272727272727273,0.18181818181818182,0.0,0.09090909090909091,North America,0.7272727272727273,Normal
10301,Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,robotech invasion,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10302,Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,hole in the wall deluxe edition,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10303,Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11,dr seuss the cat in the hat,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10304,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,rogue warrior,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,irozuki tingle no koi no balloon trip,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10306,Master of the Monster Lair,DS,2007.0,Role-Playing,Rising Star Games,0.1,0.0,0.0,0.01,0.11,master of the monster lair,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10307,Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,hellboy the science of evil,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10308,Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.04,0.0,0.01,0.11,murdered soul suspect,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10309,X-Men: Destiny,WII,2011.0,Action,Activision,0.08,0.02,0.0,0.01,0.11,xmen destiny,0.11,0.7272727272727273,0.18181818181818182,0.0,0.09090909090909091,North America,0.7272727272727273,Normal
10310,Starsky & Hutch,GC,2003.0,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,starsky hutch,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10311,Final Fantasy I & II,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,final fantasy i ii,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10312,Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.03,0.06,0.0,0.02,0.11,rugby 15,0.11,0.2727272727272727,0.5454545454545454,0.0,0.18181818181818182,Europe,0.5454545454545454,Normal
10313,Langrisser IV,SAT,1997.0,Strategy,NCS,0.0,0.0,0.11,0.0,0.11,langrisser iv,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10314,FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11,foxkidscom micro maniacs racing,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10315,Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01,0.11,cats dogs the revenge of kitty galore,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10316,Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,hexen beyond heretic,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10317,Arcade Party Pak,PS,1999.0,Misc,Midway Games,0.06,0.04,0.0,0.01,0.11,arcade party pak,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,kotoba no puzzle mojipittan daijiten,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10319,Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11,yamaha supercross,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10320,Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,picross 3d 2,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10321,Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,hitman trilogy,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11,dragon quest final fantasy in itadaki street portable,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10323,Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11,tetris evolution,0.11,0.7272727272727273,0.18181818181818182,0.0,0.09090909090909091,North America,0.7272727272727273,Normal
10324,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.11,patapon 2,0.09999999999999999,0.0,0.3,0.6,0.1,Japan,0.6,Normal
10325,Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11,cabelas adventure camp,0.11,0.5454545454545454,0.2727272727272727,0.0,0.18181818181818182,North America,0.5454545454545454,Normal
10326,Attack of the Movies 3D,WII,2010.0,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,attack of the movies 3d,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10327,Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,0.06,0.04,0.0,0.01,0.11,railroad tycoon ii,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10328,Angry Birds Star Wars,WIIU,2013.0,Strategy,Activision,0.06,0.04,0.0,0.01,0.11,angry birds star wars,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10329,Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11,hysteria hospital emergency ward,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10330,The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,the cheetah girls pop star sensations,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10331,Transformer: Rise of the Dark Spark,XONE,2014.0,Action,Activision,0.06,0.03,0.0,0.01,0.11,transformer rise of the dark spark,0.09999999999999999,0.6,0.3,0.0,0.1,North America,0.6,Normal
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,kirarin revolution kira kira idol audition,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10333,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.11,ranma 12 akanekodan teki hihou,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10334,The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,the bigs,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10335,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,blades of time,0.11,0.6363636363636365,0.2727272727272727,0.0,0.09090909090909091,North America,0.6363636363636365,Normal
10336,My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11,my boyfriend,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10337,Scribblenauts Unmasked: A DC Comics Adventure,WIIU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,scribblenauts unmasked a dc comics adventure,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10338,Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11,victory zone,0.11,0.0,0.0,0.9090909090909092,0.09090909090909091,Japan,0.9090909090909092,Regionally Concentrated
10339,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,rengoku the tower of purgatory,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10340,Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.11,goal storm 97,0.10999999999999999,0.09090909090909093,0.0,0.8181818181818182,0.09090909090909093,Japan,0.8181818181818182,Regionally Concentrated
10341,Paws & Claws: Pet Resort,WII,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,paws claws pet resort,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10342,Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,dynasty warriors advance,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10343,Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.11,pachislot aruze oukoku 3,0.11,0.0,0.0,0.9090909090909092,0.09090909090909091,Japan,0.9090909090909092,Regionally Concentrated
10344,Science Papa,DS,2009.0,Misc,Activision,0.09,0.01,0.0,0.01,0.11,science papa,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10345,Tournament Pool,WII,2009.0,Sports,Destineer,0.1,0.0,0.0,0.01,0.11,tournament pool,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10346,Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,cabelas north american adventures,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10347,Aqua Aqua,PS2,2000.0,Puzzle,3DO,0.05,0.04,0.0,0.01,0.11,aqua aqua,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10348,Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11,viewtiful joe double trouble,0.09999999999999999,0.8,0.0,0.1,0.1,North America,0.8,Regionally Concentrated
10349,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,tom clancys splinter cell conviction,0.1,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
10350,Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,mega man zero 4,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10351,Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,0.06,0.04,0.0,0.01,0.11,black bass with blue marlin,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10352,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,mega man battle network 5 double team ds jp sales,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10353,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,utawarerumono chiriyukusha e no komoriuta,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10354,Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11,hyper formation soccer,0.11,0.0,0.0,0.9090909090909092,0.09090909090909091,Japan,0.9090909090909092,Regionally Concentrated
10355,Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,tiger woods pga tour 06,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10356,Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,jupiter strike,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10357,Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11,sudokuro,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10358,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,blazblue continuum shift ii,0.11,0.4545454545454546,0.09090909090909091,0.36363636363636365,0.09090909090909091,North America,0.4545454545454546,Normal
10359,Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,saigo no yakusoku no monogatari,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10360,The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.11,the book of unwritten tales,0.1,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
10361,Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11,metal gear solid integral,0.11,0.0,0.0,0.9090909090909092,0.09090909090909091,Japan,0.9090909090909092,Regionally Concentrated
10362,Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01,0.11,naruto shippuden 3d the new era,0.11,0.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,Japan,0.5454545454545454,Normal
10363,FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,fifa world cup germany 2006,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10364,Disney's Chicken Little: Ace In Action,WII,,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,disneys chicken little ace in action,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10365,Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11,lego star wars the force awakens,0.11,0.36363636363636365,0.5454545454545454,0.0,0.09090909090909091,Europe,0.5454545454545454,Normal
10366,Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,reign of fire,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10367,Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,rock band track pack classic rock,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10368,Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,rock revolution,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10369,Big League Sports: Summer,DS,2009.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,big league sports summer,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10370,Tom Clancy's HAWX 2,WII,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,tom clancys hawx 2,0.11,0.6363636363636365,0.2727272727272727,0.0,0.09090909090909091,North America,0.6363636363636365,Normal
10371,Sakura Wars,DC,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,sakura wars,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10372,Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11,jampack volume 14 rpt,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,pro yakyuu team o tsukurou 2,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10374,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,mace griffin bounty hunter,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10375,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,martian gothic unification,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10376,Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,woody woodpecker racing,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10377,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,final fantasy xii international zodiac job system,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10378,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01,0.11,barbie in the 12 dancing princesses,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10379,Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,fight club,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10380,Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,carnage heart,0.12,0.08333333333333334,0.08333333333333334,0.75,0.08333333333333334,Japan,0.75,Regionally Concentrated
10381,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,grand theft auto mission pack 1 london 1969,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10382,Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,kamen rider climax heroes,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10383,Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,roboticsnotes,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10384,Disney Channel Collection Vol. 1,GBA,2004.0,Misc,Unknown,0.08,0.03,0.0,0.0,0.11,disney channel collection vol 1,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10385,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,total immersion racing,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10386,Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,virtual hydlide,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.01,0.11,world series of poker tournament of champions 2007 edition,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10388,Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,tales of the world reve unitia,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10389,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,karaoke revolution,0.11,0.6363636363636365,0.2727272727272727,0.0,0.09090909090909091,North America,0.6363636363636365,Normal
10390,Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,warriors orochi 3,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10391,The Bachelor: The Videogame,WII,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,the bachelor the videogame,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10392,Space Invaders,GBA,2002.0,Shooter,Activision,0.08,0.03,0.0,0.0,0.11,space invaders,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10393,BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11,blazblue chrono phantasma,0.11,0.5454545454545454,0.0,0.2727272727272727,0.18181818181818182,North America,0.5454545454545454,Normal
10394,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,digimon digital card battle,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10395,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,toukiden 2,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,earth defense force 2 invaders from planet space,0.11,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.18181818181818182,North America,0.36363636363636365,Normal
10397,Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,kurokos basketball miracle game,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10398,Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11,dreamer series top model,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,jikkyou powerful pro yakyuu 13 ketteiban,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10400,Shovel Knight,WIIU,2015.0,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11,shovel knight,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10401,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,yuusha no kuse ni namaikida or 3d,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10402,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,the first templar,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10403,X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01,0.11,xmen the official game,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10404,Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,dead to rights ii,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10405,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,petz fashion dogz catz,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10406,Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,project horned owl,0.11,0.2727272727272727,0.18181818181818182,0.4545454545454546,0.09090909090909091,Japan,0.4545454545454546,Normal
10407,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,mobile suit gundam age universe accel cosmic drive,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10408,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11,child of light,0.11000000000000001,0.0,0.6363636363636364,0.1818181818181818,0.1818181818181818,Europe,0.6363636363636364,Normal
10409,SingStar Guitar,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.11,singstar guitar,0.1,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,dragon ball z super gokuden kakuseihen,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10411,Help Wanted: 50 Wacky Jobs,WII,2008.0,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11,help wanted 50 wacky jobs,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
